park_num,site_name,physical,visual,haptic,component_sum,physical_share,visual_share,haptic_share,ternary_x,ternary_y
119,Galette Park,0.0769609080874989,0.02707990077664832,0.5347001019927261,0.6387409108568733,0.12048845905964525,0.042395751260586284,0.8371157896797684,0.4609536461004705,0.7249635397717507
120,Town Centre Park,0.7810304416969234,0.773819304708096,0.6240659827816125,2.178915729186632,0.35844912735036083,0.35513962029038876,0.2864112523592504,0.498345246470014,0.24803942047282657
121,Como Lake Park,0.40252482426233166,0.9483420892338362,0.4475252857589055,1.7983921992550735,0.2238248277706413,0.5273277373126155,0.24884743491674316,0.6517514547709871,0.2155082003044943
122,Oxley Street Park,0.21566934459320355,0.7530912451557595,0.06918324971133039,1.0379438394602936,0.20778517718776243,0.7255606869321073,0.06665413588013014,0.7588877548721724,0.05772417493949254
123,Latimer Park,0.1403969136095807,0.02369782311371055,0.32853718615493266,0.4926319228782239,0.28499353592293714,0.0481045218816819,0.666901942195381,0.3815554929793724,0.5775540237743811
125,Seymour River Heritage Park,0.06987958832291156,0.05750992652887305,0.8259611784687677,0.9533506933205523,0.07329893271438093,0.06032399927099655,0.8663770680146226,0.4935125332783078,0.7503045501569415
126,Capilano River Regional Park,0.24316185705911603,0.1428776877296237,0.6145308614277672,1.0005704062165068,0.2430232350950622,0.14279623586899026,0.6141805290359477,0.4498865003869641,0.5318959406548966
127,Klee Wyck Park - DNV,0.05431497038397757,0,0.5986244777797908,0.6529394481637684,0.08318530996515078,0,0.9168146900348492,0.4584073450174246,0.7939848121329351
128,Klee Wyck Park - DWV,0.0836292775452917,1.2081741271681e-4,0.42349559324306735,0.5072456882010759,0.16486937097854729,2.381832227007854e-4,0.834892445798752,0.4176844061220768,0.7230380674894417
129,Cross's Cabins,0.05570922668117055,0.01934493746211317,0.6219022988282829,0.6969564629715665,0.0799321473304758,0.02775630687121181,0.8923115457983124,0.47391207977036803,0.7727644667515001
130,Davidson's Pool,0,0.00289731745196696,0.2938715699020277,0.29676888735399465,0,0.009762874665870733,0.9902371253341292,0.5048814373329353,0.857570506309831
131,Coquitlam River Greenway and Natural Areas,0.0914687910982636,0.04888510228965477,0.6948154364115444,0.8351693297994628,0.10952125255871967,0.058533162731673645,0.8319455847096067,0.47450595508647697,0.720486010924818
132,Hockaday Park,0.06625675193452392,0,0.14283524493731972,0.20909199687184366,0.3168784694094911,0,0.6831215305905088,0.3415607652952544,0.5916005993634892
